-0.5, 1.00E-02, -2.51E-01, 1
-0.5, 1.00E-03, -1.25E-01, 2
-0.5, 1.00E-04, -6.27E-02, 3
-0.5, 1.00E-05, -3.14E-02, 4
-0.5, 1.00E-06, -3.14E-02, 4
-0.5, 1.00E-07, -1.57E-02, 5
-0.5, 1.00E-08, -7.84E-03, 6
-0.5, 1.00E-09, -3.92E-03, 7
-0.5, 1.00E-10, -1.96E-03, 8
-0.5, 1.00E-11, -9.80E-04, 9
-0.5, 1.00E-12, -9.80E-04, 9
-0.5, 1.00E-13, -4.90E-04, 10
-0.5, 1.00E-14, -2.45E-04, 11
-0.5, 1.00E-15, -1.23E-04, 12
-0.5, 1.00E-16, -6.13E-05, 13
-0.5, 1.00E-17, -3.06E-05, 14
-0.5, 1.00E-18, -3.06E-05, 14
-0.5, 1.00E-19, -1.53E-05, 15
-0.5, 1.00E-20, -7.66E-06, 16
-0.4, 1.00E-01, -4.00E-01, 0
-0.4, 1.00E-02, -2.00E-01, 1
-0.4, 1.00E-03, -1.00E-01, 2
-0.4, 1.00E-04, -5.00E-02, 3
-0.4, 1.00E-05, -5.00E-02, 3
-0.4, 1.00E-06, -2.50E-02, 4
-0.4, 1.00E-07, -1.25E-02, 5
-0.4, 1.00E-08, -6.25E-03, 6
-0.4, 1.00E-09, -3.13E-03, 7
-0.4, 1.00E-10, -3.13E-03, 7
-0.4, 1.00E-11, -1.56E-03, 8
-0.4, 1.00E-12, -7.81E-04, 9
-0.4, 1.00E-13, -3.91E-04, 10
-0.4, 1.00E-14, -1.95E-04, 11
-0.4, 1.00E-15, -9.77E-05, 12
-0.4, 1.00E-16, -9.77E-05, 12
-0.4, 1.00E-17, -4.88E-05, 13
-0.4, 1.00E-18, -2.44E-05, 14
-0.4, 1.00E-19, -1.22E-05, 15
-0.4, 1.00E-20, -6.11E-06, 16
-0.3, 1.00E-01, -3.00E-01, 0
-0.3, 1.00E-02, -3.00E-01, 0
-0.3, 1.00E-03, -1.50E-01, 1
-0.3, 1.00E-04, -7.50E-02, 2
-0.3, 1.00E-05, -3.75E-02, 3
-0.3, 1.00E-06, -1.88E-02, 4
-0.3, 1.00E-07, -9.38E-03, 5
-0.3, 1.00E-08, -9.38E-03, 5
-0.3, 1.00E-09, -4.69E-03, 6
-0.3, 1.00E-10, -2.34E-03, 7
-0.3, 1.00E-11, -1.17E-03, 8
-0.3, 1.00E-12, -5.86E-04, 9
-0.3, 1.00E-13, -2.93E-04, 10
-0.3, 1.00E-14, -2.93E-04, 10
-0.3, 1.00E-15, -1.46E-04, 11
-0.3, 1.00E-16, -7.32E-05, 12
